id,title,is_paid,price,headline,num_subscribers,avg_rating,num_reviews,num_comments,num_lectures,content_length_min,published_time,last_update_date,category,subcategory,topic,language,course_url,instructor_name,instructor_url
2148344.0,Making Money By Being a Music Producer,True,49.99,Make a living out of what you love the most!,10.0,1.0,1.0,0.0,6.0,48.0,2019-01-15T17:38:08Z,2019-01-13,Music,Music Production,Audio Production,English,/course/making-money-by-being-a-music-producer/,W. A. Production Academy,/user/roman-trachta/
2148518.0,Unix For Beginners - MAC OS - Linux - Ubuntu,True,99.99,Learn to use the command line in your MAC or Linux Computer,5478.0,3.55,61.0,14.0,23.0,106.0,2019-11-15T18:12:52Z,2019-11-14,Development,Web Development,Unix,English,/course/unix-for-beginners-mac-os-linux-ubuntu/,Edwin Diaz,/user/edwin166/
2148924.0,Lightroom Mobile CC Komplettkurs - Entwickeln am Smartphone,True,99.99,Lerne professionelle Bildbearbeitung mit deinem Smartphone. Inklusive 2 Premium Presets und RAW Dateien zum üben!,165.0,4.05,26.0,5.0,21.0,113.0,2019-01-16T00:19:11Z,2019-01-13,Photography & Video,Digital Photography,Adobe Lightroom,German,/course/lightroom-mobile-cc-komplettkurs/,Karl Zenker,/user/karl-zenker/
2148938.0,Troubled Project Recovery,True,199.99,Project and Portfolio Management Approach,121.0,4.55,23.0,7.0,16.0,217.0,2019-01-18T20:09:58Z,2019-01-13,Business,Project Management,Project Management,English,/course/troubled-project-recovery/,"Jamal Moustafaev, BBA, MBA, PMP",/user/jamal-moustafaev/
2148894.0,SQL Server Administration ادارة قواعد البيانات سيكوال سيرفر,True,19.99,انشاء وادارة قواعد البيانات باسلوب سهل ومفصل تماما,121.0,4.9,27.0,6.0,88.0,1098.0,2019-02-02T00:58:52Z,2019-10-26,Development,Database Design & Development,Database Management,Arabic,/course/vslearnprogram/,Hussain Zagzoug,/user/hussain-zagzoug/
2148900.0,Supply Chain Planning and Execution (200 Questions),True,24.99,Manufacturing Planning and Execution,206.0,4.2,17.0,7.0,0.0,0.0,2019-01-14T04:34:24Z,2021-05-06,Business,Management,Supply Chain,English,/course/manufacturing-planning-and-execution-200-questions-p/,eBodhisathva Solutions,/user/raja-mohan/
2148930.0,"COMO VENCER, VIVER MELHOR E SER FELIZ",True,79.9,"Como lidar com excessos de oportunidades e ameaças, de forma inteligente e simplificada.",12.0,4.0,2.0,2.0,50.0,128.0,2019-01-15T13:11:17Z,2019-01-13,Personal Development,Personal Transformation,Personal Development,Portuguese,/course/comovencervivermelhoreserfeliz/,Davison de Lucas,/user/davison-de-lucas/
2148904.0,Blackmagic Fusion 9 ile Roto ve Track.,True,249.99,Görüntüden obje silme yada telefon ekran içi koyma ayrıca görüntü stabilizasyonu yapmayı adım adım öğreneceğiz.,5.0,2.5,1.0,0.0,7.0,32.0,2019-02-21T13:06:53Z,2019-02-19,Design,3D & Animation,BlackMagic Fusion,Turkish,/course/blackmagic-fusion-9-ile-roto-ve-track/,Sun Classes,/user/sun-classes/
2148220.0,Farbtheorie für Einsteiger,True,99.99,Grundlagen für wirkungsvolle Designs,134.0,4.55,37.0,14.0,19.0,85.0,2019-03-14T18:05:13Z,2019-03-12,Design,Graphic Design & Illustration,Design Theory,German,/course/farbtheorie-fur-einsteiger/,Lisa Pietsch,/user/lisa-pietsch/
2149028.0,Ingeniería Inversa y Cracking de Software [Preventivo],True,19.99,Transita por la mecánica Mental de un Cracker,1093.0,4.7,242.0,99.0,50.0,393.0,2019-04-12T20:32:58Z,2021-11-26,IT & Software,Network & Security,Ethical Hacking,Spanish,/course/ingenieria-inversa-y-cracking-de-software-preventivo/,Diego Hernán Barrientos,/user/diego-hernan-barrientos/
