"job_url","site","title","company","company_url","location","job_type","date_posted","interval","min_amount","max_amount","currency","is_remote","num_urgent_words","benefits","emails","description"
"https://www.glassdoor.co.in/job-listing/j?jl=1009160575683","glassdoor","Network Security Engineer","NYC IT Inc","https://www.glassdoor.co.in/Overview/W-EI_IE8536127.htm","","","2024-03-06","hourly",80.0,95.0,"USD",True,0.0,"","","**MANDATORY SKILLS/EXPERIENCE**  

* Minimum 12 years of experience in a technical and/or business application, product, platform, or methodology. **Mandatory**
* Experience designing secure networks, systems, and applications with a focus on security, performance, and reliability. **Mandatory**
* Experience planning, researching, and developing security policies, standards, and procedures. **Mandatory**
* Experience working with Windows and Linux operating systems. **Mandatory**
* Demonstrate a sound understanding in the implementation of cybersecurity trends, security methodologies, and OSI model; TCP/IP stack. **Mandatory**

**DESIRABLE SKILLS/EXPERIENCE:**  

* One or more relevant information security and/or networking certifications such as: CISSP, Security+, Network+, CCNA, PCNSE
* Professional experience in a system administration role supporting multiple platforms and applications.

  

This is a remote position."
"https://www.glassdoor.co.in/job-listing/j?jl=1009159844853","glassdoor","Vulnerability Engineer/Security Engineer","Ehub global solution","https://www.glassdoor.co.in/Overview/W-EI_IE8076642.htm","","","2024-03-06","hourly",25.0,29.0,"USD",True,0.0,"","","Job Title: Vulnerability Engineer/Security Engineer

Location: Allentown, PA / REMOTE

Job Description:

Provides Analysis and Implement security assessments to ensure compliance

Responsible for Vulnerability Management program including scanning and remediating efforts and patching governance

Management of Vulnerability lifecycle

Responsible for remediating and eliminating detected security weakness within endpoint infrastructures

Creation and Maintenance of compliance reports

Experience in using SCCM and other remediation tools

Well versed with Qualys to perform regular scans, assessments to identify vulnerabilities in systems

Knowledge of various security technologies such as SIEM, firewalls, proxies, network, DLP, etc

Strong communication and interpersonal skills to collaborate effectively with cross functional teams

Industry certifications such as CISSP, CISM or CEH are a plus

Job Type: Full-time

Salary: $25.00 - $29.00 per hour

Expected hours: 8 per week

Experience level:

* 10 years

Schedule:

* 8 hour shift

Experience:

* Vulnerability management: 10 years (Preferred)
* SCCM: 10 years (Preferred)
* SIEM: 10 years (Preferred)

Work Location: Remote"
"https://www.glassdoor.co.in/job-listing/j?jl=1009159311116","glassdoor","IAM Engineer","Softnice Inc","https://www.glassdoor.co.in/Overview/W-EI_IE357468.htm","","","2024-03-06","hourly",45.0,50.0,"USD",True,0.0,"","","Job Description:

Single Sign On, Session Management, SAML, Oauth/OIDC and different grant types, JWT vs JWS vs JWE, Authentication, Authorization, Encryption/Decryption, Encoding/Decoding, Encryption vs Signing, App and Performance debugging of Java(JVM) Apps, GitHub branching and general Pipeline knowledge, Resiliency(Circuit breakers, Timeouts, Retries, Automated Failovers and scaling), Spring/Spring boot hands on experience. AWS Cloud.

Design, implement, and maintain robust Identity and Access Management solutions.

Develop and enforce access control policies to ensure the security and integrity of systems and data.

Proficient in Java programming and related technologies

Collaborate with cross-functional teams to integrate IAM solutions into existing systems and applications.

Perform IAM infrastructure setup, configuration, and optimization.

Manage user provisioning and de-provisioning processes, ensuring compliance with security policies.

Conduct regular access reviews and audits to ensure adherence to security standards.

Troubleshoot and resolve IAM-related issues in a timely manner.

Job Type: Contract

Salary: $45.00 - $50.00 per hour

Expected hours: 40 per week

Work Location: Remote"
"https://www.glassdoor.co.in/job-listing/j?jl=1009159884841","glassdoor","Data Security Engineer (Azure) || Remote","Siri InfoSolutions Inc","https://www.glassdoor.co.in/Overview/W-EI_IE424707.htm","","","2024-03-06","hourly",50.0,60.0,"USD",True,0.0,"","","**Job title: Data Security Engineer (Azure)**

**Location: Remote**

**Duration: Contract** 

**Job Description**

As a Data Security Engineer with experience in Azure, you will play a critical role in ensuring the confidentiality, integrity, and availability of our data assets stored and processed within the Azure cloud environment. You will be responsible for designing, implementing, and maintaining robust security measures to protect sensitive information from unauthorized access, data breaches, and other security threats.

Key Responsibilities:

* Data Protection: Implement and manage data protection measures such as encryption, tokenization, and access controls to safeguard sensitive data stored in Azure databases, data lakes, and other repositories.
* Security Architecture: Design and implement security architecture for Azure cloud environments, including network security, identity and access management (IAM), and data governance.
* Security Monitoring and Incident Response: Set up and manage security monitoring tools and processes to detect and respond to security incidents in real-time. Analyze security logs, conduct security assessments, and coordinate incident response activities as needed.
* Compliance and Risk Management: Ensure compliance with relevant data protection regulations (e.g., GDPR, HIPAA) and industry standards (e.g., ISO 27001) by implementing appropriate security controls and conducting regular risk assessments.
* Security Automation: Develop and implement automation scripts and tools to streamline security operations tasks such as vulnerability scanning, security configuration management, and compliance reporting
* Security Training and Awareness: Provide training and guidance to other team members and stakeholders on best practices for data security in Azure environments. Raise awareness about potential security risks and threats.
* Collaboration: Collaborate with cross-functional teams including developers, system administrators, and compliance officers to integrate security into the software development lifecycle (SDLC) and ensure that security requirements are addressed from the outset.
* Incident Response Planning: Develop and maintain incident response plans and procedures for Azure environments. Conduct regular tabletop exercises to test the effectiveness of response strategies.
* Continuous Improvement: Stay abreast of the latest security threats, vulnerabilities, and best practices in cloud security. Continuously improve security processes and controls in Azure environments to mitigate emerging risks.

Qualifications:

Bachelor's degree in Computer Science, Information Security, or a related field.

years of experience in data security roles, with a focus on Azure cloud environments.

In-depth knowledge of Azure security services and features.

Strong understanding of data protection regulations and industry standards.

Experience with security monitoring tools and incident response procedures.

Excellent communication and collaboration skills.

Job Type: Contract

Pay: $50.00 - $60.00 per hour

Schedule:

* 8 hour shift

Work Location: Remote"
"https://www.glassdoor.co.in/job-listing/j?jl=1009160273952","glassdoor","Information System Security Officer","Avint","https://www.glassdoor.co.in/Overview/W-EI_IE6811699.htm","","","2024-03-06","","","","",True,0.0,"","","Avint LLC is seeking a highly skilled and motivated individual to join our team as an **Information System Security Officer**. In this role, you will provide expertise in the Risk Management Framework (RMF) and support various aspects of cybersecurity, with a focus on inspections, operations, and orders processing. Your primary responsibility will be to assist in executing RMF processes, support security assessment and authorization activities for information systems, and maintain a 100% Authorization to Operate (ATO) status.

**Position Responsibilities:**

* Provide expertise in the Risk Management Framework (RMF) and support various aspects of Cybersecurity, including inspections, operations, and orders processing.
* Assist in executing RMF processes, support security assessment and authorization activities for information systems, and maintain a 100% Authorization to Operate (ATO) status.
* Contribute to cybersecurity-related audits, inspections, and assessments, ensuring compliance with client requirements and industry standards.
* Conducting regular audits, inspections, and assessment reports, as well as providing status briefings and reports on remediation efforts. You'll play a key role in developing system security contingency plans and disaster recovery plans.
* Assist in implementing programs to promote awareness of and adherence to system security policies and procedures among systems, networks, and data users.
* Ensuring the rigorous application of information security and information assurance practices in all IT services delivery will be central to your role.
* Help coordinate user and privileged account processing and ensure the proper confirmation and documentation of certification information.

**Requirements**

* Bachelor's degree in Cybersecurity, Information Technology, or a related field.
* 6 years of experience
* Relevant certifications such as CISSP, CISM, or CompTIA Security+.
* Proven experience in executing RMF processes and supporting security assessment and authorization activities.
* In-depth knowledge of cybersecurity practices, policies, and industry standards.
* Strong analytical and problem-solving skills.
* Excellent communication and interpersonal skills.

**Benefits**


Joining Avint is a win-win proposition! You will feel the personal touch of a small business and receive BIG business benefits. From competitive salaries, full health, to a new Open Time Off Policy and Federal Holidays. Additionally, we encourage every Avint employee to further their professional development. To assist you in achieving your goals, we offer reimbursement for courses, exams, and tuition. Interested in a class, conference, program, or degree? Avint will invest in YOU and your professional development!

*Avint is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity and Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class.*"
"https://www.glassdoor.co.in/job-listing/j?jl=1009159620932","glassdoor","SECURITY CONSULTANT","Atos","https://www.glassdoor.co.in/Overview/W-EI_IE10686.htm","","","2024-03-06","","","","",True,0.0,"","","**SECURITY CONSULTANT**
=======================

Publication Date: Mar 5, 2024
Ref. No: 509533
Location:
Remote Home, RW, US, 99999
**Identity and Access Management (IAM) Practice Lead, Americas**

  


The Identity and Access Management (IAM) Practice Lead, Americas is a crucial part of the global Identity and Access Management practice and will have overall ownership and responsibility for the IAM business in the Americas. The IAM Practice Lead, Americas will localize and implement the global IAM strategy and will be responsible for the business growth and for the delivery of IAM products and services to customers in the Americas.

  

This role will have dual reporting into the Head of Cybersecurity, Americas and into the Center of Growth Lead.

  

The role is primarily remote, and travel should be expected based on business need such as meeting with customers and partners.

  

**Essential Duties and Responsibilities** –
 

* Create a local IAM Business Plan based on the global IAM strategy to drive local growth to meet sales and revenue targets –
* Consolidate and communicate Regional Business Unit (RBU)/country specific IAM requirements to help drive global IAM practice priorities –
* Coordinate the rollout of the global IAM strategy and portfolio and associated enablement to the RBU –
* Maintain awareness and competence of the overall IAM market –
* Be an expert advisor for the RBU sales and delivery teams for IAM opportunities and delivery –
* Engage global resources to support where needed –
* Staffing of managed services and project-based delivery engagements - Resource and Demand Management of the Americas IAM practice staffing –
* Cost control associated with service delivery to meet revenue and margin targets


* Ensure consistency and quality of IAM service delivery across the portfolio of Customers –
* Support IAM business development activities –
* Support IAM pre-sales activities such as solution and proposal development to create winning proposals –
* Be a thought leader and contribute to the creation of new and innovative service offerings to drive business –
* Other duties and responsibilities critical to the development of a growing IAM services practice Skills, Knowledge, and Abilities.
  




**MUST HAVES:**

  


* Expertise in IAM principles, processes, and technologies –
* Expert knowledge of overall IAM market dynamics –
* Willingness to roll up your sleeves and get the job done when necessary –


* Demonstrate strong skills in analyzing customer business processes and technical environments –
* Demonstrate commitment to delivering projects within time and in budget and to a high level of customer satisfaction –
* Experience in facilitating workshops and developing and conducting presentations and training for both business executives and technical audiences –
* Experience preparing detailed solution designs with effort estimates and presenting the solution in business terms to a C-level audience –
* Experience developing identity and access management strategies, architectures, and implementation plans Qualifications/Requirements –
* At least 12 years in Information Technology - At least 8 years in IAM consulting and project delivery –
* At least 4 years architecting and leading complex identity and access management implementations in one or more of Digital Identity, Identity Governance and Administration, Workforce Federated Identity, Customer IAM, or Privileged Access Management –
* At least 2 years leading a growing IAM services business –
* Proven command of spoken and written English Language (ability to write publication quality level recommendations to clients) –


* Information Security certifications such as CISSP, CISA, QSA or CISM are a plus"
"https://www.glassdoor.co.in/job-listing/j?jl=1009159639731","glassdoor","Security Architect - US Remote - PM","VS-Staffing","https://www.glassdoor.co.in/Overview/W-EI_IE7526091.htm","","","2024-03-06","","","","",True,0.0,"","","VerSprite Staffing is a subsidiary of VerSprite Cybersecurity. Specializing in technology staffing and utilizing a network of technical clients, VerSprite Staffing connects top level technical talent with industry clients through various methods and expands not only clients talent network, but candidates job search as well. At the bottom line, VerSprite adds value to both clients and candidates alike.



We work with clients to fill both full-time and contracting opportunities, so If the following job interests you, please apply to learn more!

**Security Architect**



We are looking for a Security Architect to be responsible for the security design, code review, security testing, and implementation of security capabilities within the core product applications. The Security Architect's responsibilities include reviewing our current security measures, identifying areas of strength and weakness, recommending enhancements, assisting with compliance activities, and responding promptly to security incidents. You will also be responsible for conducting regular system tests and providing recommendations to teams for monitoring the security of their applications.



To be a successful Security Architect, you should be experienced in application security and risk assessment, with a strong understanding of security protocols, authentication and authorization patterns, cloud infrastructure security, and application security, both build time and runtime. You should also possess strong interpersonal and communication skills.


**Security Architect Job Responsibilities:**


* A thorough understanding of the organization's technology and IT systems.
* Planning, researching, and designing secure application architectures and CI/CD pipelines
* Developing, reviewing, and collaborating on the configuration of cloud account configuration, network isolation, security groups, access policies, network policies, VPNs, and overall compute platform security, including both host-based and container-based workloads.
* Integrating identity management systems, digital certificates, and secrets management with application workloads.
* Assessing security capabilities, evaluating tools and approaches, and making recommendations as part of the application security roadmap that is fed into team backlogs
* Reviewing vulnerabilities with teams and suggesting strategies and tactics for remediation.
* Validating security implementations and participating in remediation and risk acceptance efforts.
* Establishing disaster recovery procedures and conducting security breach drills.
* Responding quickly and effectively to all security incidents and providing post-event analyses.
* Guiding the overall security community, cultivating a sense of security awareness, and arranging for continuous education.
* Remaining up to date with the latest trends, standards, and products.


**Security Architect Requirements:**


* A bachelor's or associate's degree in IT, computer science, or equal experience.
* 5-10 years or more of experience in application development and
* Experience with AWS, including EKS, multi-account setups, GuardDuty, KMS, Config, SSM, CloudFront, Firewall Manager, Shield, Network Firewall, WAF, IAM, CloudTrail, Security Hub, Secrets Manager, Inspector, Global Accelerator, ELB, EC2, Athena
* A strong working knowledge of current application and infrastructure risks, secure application design, and operating systems including both Windows and Linux experience
* Excellent teaching, problem-solving, communication, and interpersonal skills.
* Knowledge of C-Sharp, JavaScript, Ruby, NodeJS, Go, Java, Kotlin, Swift, Python, bash, and SQL are

  



This is a 12 month full time contract work,"
"https://www.glassdoor.co.in/job-listing/j?jl=1009159645346","glassdoor","Senior Security Analyst","Softnice Inc","https://www.glassdoor.co.in/Overview/W-EI_IE357468.htm","","","2024-03-06","hourly",45.0,50.0,"USD",True,0.0,"","","Senior Security Analyst

Contract: 6 Months - strong chance of extension

Hybrid: 4 days onsite

Local Candidates Only

Richmond, VA

Techead is seeking an experienced Sr. Security Analyst to join our municipal client for a contract opportunity.

Responsibilities:

* Document and address organization's information security, cybersecurity architecture, and systems security engineering requirements throughout the acquisition life cycle.
* Employ secure configuration management processes.
* Perform security reviews, identify gaps in applications and security architectures, and develop a security risk management plan.
* Define and document how the implementation of a new system or new interfaces between systems impacts the security posture of the current environment.
* Determine the protection needs (i.e., security controls) for the information system(s) and network(s) and document appropriately.
* Document the vulnerability management process including security impact analysis. Track vulnerabilities until remediation.
* Determines security protocols by evaluating business strategies and requirements.
* Responds to, and investigates, security incidents and provides thorough post-event analyses.

Requirements:

* 5 years’ experience in IT risk management and information security
* Utilize emerging technologies to design and implement security solutions; monitoring and improving those solutions while working with an information security team.
* Consult and engineering in the design and development of security best practices; implementation of security measures to meet business goals, customer needs and regulatory requirements.
* Security considerations of cloud computing, including data breaches, hacking, account hijacking, malicious insiders, third parties, authentication, APTs, data loss and DoS attacks.
* Identity and access management; tracking and creating/enforcing policies that govern access sensitive technology resources and information assets.
* Strong communication skills; strong critical thinking and analytical skills.
* Strong leadership, project, and team-building skills, including the ability to lead teams and drive initiatives in multiple departments.
* Demonstrated ability to identify risks associated with business processes, operations, technology projects and information security programs.
* Ability to function as a subject matter expert who can explain complex topics to those without a technical background.

Technical skills and knowledge:

* The NIST 800-53 rev 5 specifications for an information security management system and/or Criminal Justice Information System (CJIS)
* Risk assessment procedures, policy formation, role-based authorization methodologies, authentication technologies and security attack pathologies.

Education and Experience Requirements

* IT security or risk assessment certifications are advantageous (CISM, CCSP, CISSP, and/or Comptia Security+)

Job Type: Contract

Salary: $45.00 - $50.00 per hour

Expected hours: 40 per week

Work Location: Remote"
"https://www.glassdoor.co.in/job-listing/j?jl=1009160417388","glassdoor","Senior SOC Analyst","Deep Operations LLC","","","","2024-03-06","hourly",100.0,100.0,"USD",True,0.0,"","","1099/C2C Opportunity

This is a 100% remote job supporting a US Federal Government client. No security clearance required, but candidate must be located in the United States.

**Required Experience / Skills:**

* Minimum of nine (9) years technical experience
* 7+ years of experience in SOC, security operations, cyber technical analysis, threat hunting, and threat attribution assessment with increasing responsibilities.
* 3+ years of rule development and tuning experience
* 1+ years of Incident response
* Deep understanding of Cyber Threat TTPs, Threat Hunt, and the application of the MITRE ATT&CK Framework
* Experience supporting 24x7x365 SOC operations including but not limited to Alert and notification activities- analysis/triage/response, Review and action on Threat Intel for IOCs and other operationally impactful information, initial review and triage of reported alerts and Incidents
* Support alert and notification triage, review/analysis through resolution / close
* Manage multiple tickets/alerts in parallel, including end-user coordination
* Demonstrated ability to evaluate events (through a triage process) and identify appropriate prioritization for response
* Solid understanding and experience analyzing security events generated from security tools and devices not limited to FireEye, Elastic, SourceFire, Malware Bytes, CarbonBlack/Bit9, Splunk, Prisma Cloud/Compute, Cisco IronPort, BlueCoat
* Experience and solid understanding of Malware analysis
* Demonstrated proficiencies with one or more toolsets such as Bit9/CarbonBlack, Endgame, FireEye HX / CM / ETP, Elastic Kibana
* Experience and ability to use, contribute, develop and follow Standard Operating Procedures (SOPs)
* In-depth experience with processing and triage of Security Alerts from multiple sources but not limited to: Endpoint security tools, SIEM, email security solutions, CISA, Threat Intel Sources
* Experience with scripting languages applied to SOC operations; for example, automating investigations with tools, automating IOC reviews, support SOAR development
* Experience with bash, python, and Windows Powershell scripting
* Demonstrated experience with triage and resolution of SOC tasks, including but not limited to: vulnerability announcements, phishing email review, Tier 1 IR support, SIEM/Security Tools - alert analysis
* Demonstrated experience and understanding of event timeline analysis and correlation of events between log sources
* Demonstrated experience with the underlying logs generated by operating systems (Linux/Windows), Network Security Devices, and other enterprise tools
* Demonstrated proficiencies with an enterprise SIEM or security analytics solution, including the Elastic Stack or Splunk.
* Solid understanding and experience analyzing security events generated from security tools and devices not limited to: Carbon Black, FireEye, Palo Alto, Cylance, and OSSEC
* Experience and solid understanding of Malware analysis
* Understanding of security incident response processes

**Required Certifications:** Two of the following certifications are required:

* GIAC-GCIH – Global Certified Incident Handler
* GIAC-GCFE - Global Information Assurance Certification Forensic Examiner
* GIAC-GCFA - Global Information Assurance Certification Forensic Analyst
* GIAC-GREM - GIAC Reverse Engineering Malware
* GIAC-GNFA - GIAC Network Forensic Analyst
* GIAC-GCTI - GIAC Cyber Threat Intelligence
* GIAC-GPen – GIAC Certified Penetration Tester
* GIAC-GWAPT – GIAC Certified Web Application Penetration Tester
* CEPT - Certified Expert Penetration Tester (CEPT)
* CASS - Certified Application Security Specialist (CASS)
* CWAPT - Certified Penetration Tester (CWAPT)
* CREA - Certified Reverse Engineering Analyst (CREA)

**Responsibilities:**

* Working hours: 8:45 AM - 5:15 PM Eastern Time
* Participate in a rotating SOC on-call; rotation is based on the number of team members
* Provide first-line SOC support with timely triage, routing and analysis of SOC tasks
* Researches, develops, and monitors custom visualizations
* Researches, analyzes, and writes documents such as cybersecurity briefings for all levels of stakeholders from Tier 1-3 SOC, security engineering, and executives
* Tunes and develops SIEM correlation logic for threat detection
* Ensures documentation is accurate and complete, meets editorial and government specifications, and adheres to standards for quality, graphics, coverage, format, and style.
* Develop scripts using Python to automate IR functions, including (but not limited to) IOC ingestion and SIEM integration via REST APIs to minimize repetition of duties and automate tasks.
* Produce and review aggregated performance metrics
* Perform Cyber Threat Assessment and Remediation Analysis
* Processing, organizing, and analyzing incident indicators retrieved from the client environment and correlating said indicators to various intelligence data
* Assisting in the coordination with internal teams as well as in the creation of engagement deliverables for a multitude of activities, including but not limited to Insider Threats, Rule of Engagement (ROE), Threat Hunting, After Action Reports, and other artifacts to support testing, monitoring and protecting the enterprise
* Investigate network and host detection and monitoring systems to advise engagement processes
* Develop and Execute bash and python scripts to process discrete log files and extract specific incident indicators; develop tools to aid in Tier 1 and Tier 2 functions
* Participate in on-call rotation for after-hours security and/or engineering issues
* Participate in the increase of effectiveness and efficiency of the SOC, through improvements to each function as well as coordination and communication between support and business functions
* Think critically and creatively while analyzing security events, network traffic, and logs to engineer new detection methods
* Work directly with Security and SOC leadership on cyber threat intelligence reports to convert intelligence into useful detection
* Participate in on-call rotation for after-hours security and/or engineering issues
* Collaborate with incident response team to rapidly build detection rules as needed
* Responsible for supporting 24x7x365 SOC operations including but not limited to: Alert and notification activities- analysis/triage / response, Review and action on Threat Intel for IOCs and other operationally impactful information, initial review and triage of reported Incidents
* Perform analysis across all security tools, uncovering attack vectors involving a variety of malware, data exposure, and phishing and social engineering methods
* Monitoring/triage security events received through alerts from SIEM or other security tools; escalate and support to IR as appropriate
* IDS monitoring and analysis, analyze network traffic, log analysis, prioritize and differentiate between potential intrusion attempts and false alarmsReview and reporting on anomalous patterns (Hunting) across all security tools / SIEM
* Develop in in-depth understanding of customer and SOC operations requirements and policies
* Ensure reports are properly entered into the tracking system
* Perform customer security assessments
* Supporting incident response or remediation as needed
* Participate and develop and run tabletop exercises
* Perform lessons learned activities
* Supporting ad-hoc data and investigation requests
* Composing reports, updates, security alert notifications or other artifacts and documents as needed

Job Types: Full-time, Contract

Pay: $100.00 per hour

Expected hours: 40 per week

Compensation package:

* 1099 contract

Experience level:

* 9 years

Schedule:

* Day shift
* Monday to Friday

Application Question(s):

* Are you open to 1099/C2C subcontract employment?

Experience:

* SOC: 7 years (Required)

License/Certification:

* GIAC Certification (Preferred)

Work Location: Remote"
"https://www.glassdoor.co.in/job-listing/j?jl=1009159633701","glassdoor","Manager, Incident Response","DailyPay","https://www.glassdoor.co.in/Overview/W-EI_IE1197210.htm","","","2024-03-06","","","","",True,1.0,"","peopleops@dailypay.com","**About Us:**
-------------



DailyPay, Inc. is transforming the way people get paid. As the industry's leading on-demand pay solution, DailyPay uses an award-winning technology platform to help America's top employers build stronger relationships with their employees. This voluntary employee benefit enables workers everywhere to feel more motivated to work harder and stay longer on the job, while supporting their financial well-being outside of the workplace. DailyPay is headquartered in New York City, with operations in Minneapolis and Belfast. For more information, visit DailyPay's Press Center.

**The Role:**
-------------



DailyPay is seeking an Incident Response Manager to lead the coordinated resolution of major production issues and service outages as part of our Incident Management team. The Incident Response Manager will work with stakeholders across the Engineering, Operations, Support, and Partnership Management teams to ensure that major issues are resolved quickly and effectively, while ensuring incident documentation is updated appropriately to support post-mortem and incident reporting efforts. The right candidate must have the ability to manage multiple projects at once, have clear and concise communication skills, and exhibit appropriate judgment and the ability to provide clarity in pressure situations.



If this opportunity excites you, we encourage you to apply even if you do not meet all of the qualifications.


**How You Will Make an Impact:**
--------------------------------


* Coordinates real-time response to major incidents from identification through resolution
* Partners with Operations in triaging newly-reported incidents to ensure that appropriate resources are involved at the correct time
* Supports the 24x7x365 ongoing operations of the DailyPay service
* Serves as a centralized point of communication and provides appropriate briefings to executive staff and other stakeholders as needed
* Ensures key incident information is documented, including impacts, resolution actions, timelines, and root-cause information
* Collaborates with Product, Engineering, and Operations teams to identify trends, controls, and/or product improvements to reduce incident recurrence
* Collaborates with leadership on incident reporting and KPI expansion

**What You Bring to The Team:**
-------------------------------


* Bachelor's degree, 3+ years of experience as an incident manager, project manager, or equivalent experience
* Excellent written and verbal communication skills; must be able to deliver accurate and concise executive-level updates and business leader updates under a time constraint
* Proven ability to ""manage up"" and lead multi-departmental teams
* Ability to work under pressure in dealing with difficult situations while maintaining composure, adjusting quickly to shifting priorities, and making quick decisions with limited information
* A sense of urgency, passion for results, and personal accountability for team achievement
* Proclivity to learn new technical concepts quickly
* Flexibility to work outside of standard business hours, including an on-call rotation

**Nice to Haves:**
------------------


* Experience using Jira Service Desk, OpsGenie, and other incident management tools
* Metrics/Data Analytics experience
* Experience working in a growing startup and/or SaaS environment
* Experience streamlining processes, optimizing workflows, introducing new features with positive business impacts

**What We Offer:**
------------------


* Exceptional health, vision, and dental care
* Opportunity for equity ownership
* Life and AD&D, short- and long-term disability
* Employee Assistance Program
* Employee Resource Groups
* Fun company outings and events
* Unlimited PTO
* 401K with company match

 **Pay Transparency.** DailyPay takes a market-based approach to compensation and compensation may vary depending on your location. U.S. locations are categorized into two tiers based on a cost of labor index for that geographic area. The salary ranges are listed by geographic tier. Additionally, this role may be eligible for variable incentive compensation in addition to stock options. Where a candidate fits within the compensation range for a role is based on their demonstrated experience, qualifications, skills and internal equity.

**National Compensation Range**


$84,000—$108,000 USD**Premium Compensation Range**


$93,000—$120,000 USD  


DailyPay is committed to fostering an inclusive, equitable culture of belonging, grounded in empathy and respect, which values openness to opinions, awareness of lived experiences, fair treatment and access for all. We strive to build and develop diverse teams to create an organization where innovation thrives, where the full potential of each person is engaged, and their views, beliefs and values are integrated into our ways of working.



We encourage people of all backgrounds to join us on our mission. If you require reasonable accommodation for any aspect of the recruitment process, please send a request to peopleops@dailypay.com. All requests for accommodation will be addressed as confidentially as practicable.



DailyPay is an equal opportunity employer. All qualified applicants will receive consideration without regard to race, color, religion or creed, alienage or citizenship status, political affiliation, marital or partnership status, age, national origin, ancestry, physical or mental disability, medical condition, veteran status, gender, gender identity, pregnancy, childbirth (or related medical conditions), sex, sexual orientation, sexual and other reproductive health decisions, genetic disorder, genetic predisposition, carrier status, military status, familial status, or domestic violence victim status and any other basis protected under federal, state, or local laws."
